artist,slope_per_year,r_squared,p_value,n_songs,n_years_active,first_year,last_year,start_pct,end_pct,total_change
Ravi (라비),0.01626190476190476,0.06600066032714279,0.623119075638003,24,6,2017,2022,0.092,0.167,0.07500000000000001
Red Velvet (레드벨벳),0.012668138912369684,0.12069974257061482,0.24478699969213305,190,13,2013,2025,0.017,0.039,0.022
Rocket Punch (로켓펀치),0.05044333333333332,0.4916197800129529,0.12061704017389065,31,6,2019,2024,0.374,0.594,0.21999999999999997
SATURDAY (세러데이),-0.02572641509433962,0.179425615400505,0.4772655599097224,11,5,2018,2024,0.069,0.018,-0.051000000000000004
SEVENTEEN (세븐틴),0.01231174080980073,0.34125490752193144,0.04609462074724206,194,12,2013,2025,0.27849999999999997,0.37147619047619046,0.09297619047619049
SF9 (에스에프나인),0.023240432900432907,0.4737251956215398,0.019205254961855885,92,11,2015,2025,0.335,0.542,0.20700000000000002
SISTAR (씨스타),-0.010511747905559787,0.20800198537371875,0.13617426781673372,78,12,2010,2023,0.29375,0.291,-0.00275000000000003
SONAMOO (소나무),-0.008978191489361704,0.033523796375995715,0.6943520196254211,19,7,2014,2022,0.362,0.159,-0.20299999999999999
SPEED (스피드),-0.012663138977635782,0.3854240999019368,0.13680858895549805,14,7,2010,2024,0.299,0.0,-0.299
SPICA (스피카),0.0020408809852317453,0.0038241516483720267,0.9073586540127966,19,6,2012,2023,0.21072727272727274,0.302,0.09127272727272726
SS501 (더블에스오공일),0.01440740562403698,0.40852446316696106,0.12223096858899422,24,7,2010,2025,0.2468125,0.479,0.2321875
STAYC (스테이씨),0.08853238095238096,0.858144934494376,0.007934365628575905,37,6,2020,2025,0.356,0.7706666666666666,0.41466666666666663
Secret (시크릿),-0.012832287644787643,0.17104937220062819,0.2685034896058416,57,9,2011,2024,0.2652857142857143,0.1015,-0.16378571428571428
Secret Number (시크릿넘버),-0.07690000000000004,0.6824787360500412,0.17387728753529533,10,4,2020,2023,0.5355000000000001,0.357,-0.1785000000000001
Sejeong (세정),0.007198499999999999,0.14247213618405796,0.31659728502750933,28,9,2012,2024,0.0,0.08600000000000001,0.08600000000000001
Seo In Guk (서인국),-0.007002659574468086,0.027780146433464648,0.7209596380139554,12,7,2012,2021,0.118,0.009,-0.109
Shinhwa (신화),-0.029198380566801622,0.875587017199506,0.06427193202324744,46,4,2012,2021,0.41650000000000004,0.144,-0.2725000000000001
Somi (전소미),0.012550420168067239,0.1298852375558475,0.4828111382019073,14,6,2015,2025,0.574,0.685,0.1110000000000001
Soyou (소유),0.009340282813633069,0.05444136269334327,0.5781313330107893,21,8,2013,2022,0.179,0.079,-0.09999999999999999
Stellar (스텔라),-0.01020631825273011,0.04726767316848249,0.4972817497134314,20,12,2011,2024,0.035,0.028999999999999998,-0.006000000000000005
Stray Kids (스트레이 키즈),0.04301921462855248,0.7685611095755734,0.00039684575945595163,242,11,2013,2025,0.213,0.6686666666666666,0.45566666666666666
Sunmi (선미),0.029405587980977088,0.40496375372716126,0.06538378223325443,28,9,2012,2023,0.345,0.44,0.09500000000000003
Sunny Hill (써니힐),-0.004279634495938844,0.011985921761813206,0.7791843957309712,34,9,2011,2024,0.157,0.107,-0.05
Super Junior (슈퍼주니어),-0.007754056581706176,0.10198266102422614,0.22794904911206096,191,16,2010,2025,0.144,0.067,-0.07699999999999999
Suran (수란),0.026882366482504604,0.6734653627805517,0.023694915375938957,20,7,2011,2024,0.023,0.33999999999999997,0.31699999999999995
Suzy (수지),0.009415594362745099,0.1634312508295055,0.368374995349187,15,7,2012,2025,0.0,0.292,0.292
TAHITI (타히티),0.004122641509433953,0.0035352058844853075,0.9243408642142903,11,5,2012,2018,0.4693333333333333,0.37449999999999994,-0.09483333333333338
TEMPEST (템페스트),0.03026119047619047,0.28579322179649996,0.4654036833305901,30,4,2022,2025,0.3562222222222223,0.48914285714285716,0.13292063492063488
THE BOYZ (더보이즈),0.006471157929862884,0.06815441881989938,0.41245354548274504,106,12,2010,2025,0.47,0.47933333333333333,0.00933333333333336
TNX (티엔엑스),0.10419999999999996,0.8968719953213744,0.20812898412366856,17,3,2022,2024,0.35860000000000003,0.567,0.20839999999999992
TOO (티오오),-0.001252380952380954,0.00023712497258085089,0.9846011372958634,15,4,2020,2024,0.23450000000000001,0.267,0.0325
TREASURE (트레저),0.11127402597402597,0.7673472899125588,0.05144036044052354,32,5,2020,2024,0.23385714285714285,0.707,0.4731428571428571
TRI.BE (트라이비),-0.12437272727272729,0.6710433028569106,0.3888663752423326,18,3,2021,2023,0.5625454545454546,0.31379999999999997,-0.2487454545454546
TVXQ!/DBSK/TOHOSHINKI (동방신기/東方神起),0.010285445907769851,0.14992710391596037,0.17137955268539543,112,14,2010,2024,0.1625,0.505,0.3425
TWICE (트와이스),0.06676832921922876,0.9061593002781799,6.396246483642224e-06,216,11,2015,2025,0.2925714285714286,0.9304399999999999,0.6378685714285713
TWS (투어스),0.066,0.9584552060810709,0.13067497507720738,17,3,2024,2026,0.348,0.48,0.132
TXT (투모로우바이투게더),0.04728485657199943,0.5190671747145978,0.1062896400391674,67,6,2019,2024,0.30514285714285716,0.43025,0.12510714285714286
Taeyeon (태연),0.01640728794219,0.20675206956873032,0.10236175328500505,96,14,2012,2025,0.0,0.0,0.0
Teen Top (틴탑),-0.010510041790757997,0.21038941094624997,0.11490922431645706,76,13,2010,2024,0.2465,0.095,-0.1515
The Rose (더 로즈),0.09367846385542168,0.8759400024639884,0.00602842619513921,14,6,2013,2023,0.0,1.0,1.0
The Unit: Idol Rebooting Project,0.03296272141706925,0.3865375729621399,0.136076626356967,33,7,2011,2021,0.007,0.168,0.161
Topp Dogg (탑독),-0.004038605442176876,0.05708854456911638,0.6484220047481637,23,6,2012,2022,0.338,0.2885,-0.049500000000000044
Trouble Maker,0.02098507462686567,0.5560013998559753,0.4642734382867972,10,3,2011,2020,0.125,0.368,0.243
U-KISS (유키스),-0.005458861010071018,0.02357452858670872,0.6002389342360211,63,14,2010,2024,0.422875,0.5803333333333333,0.15745833333333326
UP10TION (업텐션),-0.012980594286422512,0.18761748246257431,0.18326065309868392,103,11,2011,2024,0.571,0.3133333333333333,-0.25766666666666665
VAV (브이에이브이),-0.022004761904761895,0.04900449708845876,0.6733696620098366,11,6,2015,2021,0.724,0.622,-0.10199999999999998
VERIVERY (베리베리),0.0026345759773013905,0.0018439877857013946,0.9271671365769689,40,7,2018,2025,0.286,0.385,0.09900000000000003
VICTON (빅톤),0.0031085985137856795,0.009370626949195646,0.7770713061196134,77,11,2013,2023,0.241,0.2415,0.0005000000000000004
VIVIZ (비비지),0.12673076923076926,0.8978987402547725,0.20705197388913282,22,3,2022,2024,0.3845384615384615,0.638,0.2534615384615385
VIXX (빅스),0.012989170658401427,0.15957179761185072,0.17628454752418388,82,13,2011,2023,0.225,0.247,0.021999999999999992
VROMANCE (브로맨스),-0.025014411027568923,0.4528349247787703,0.06741736267592255,18,8,2014,2022,0.238,0.0505,-0.1875
WA$$UP (와썹),0.014246072186836517,0.07516654454639057,0.5518563601026822,19,7,2013,2023,0.6552,0.612,-0.043200000000000016
WEi (위아이),0.042655952380952385,0.5671309870155019,0.08392628989506866,61,6,2020,2025,0.225375,0.4827,0.257325
WINNER (위너),0.009474502031028238,0.12319629517248364,0.289886759580714,42,11,2011,2024,0.057,0.17466666666666666,0.11766666666666667
WOODZ (우즈/조승연),-0.0028254551820728253,0.002277726185530741,0.9190708651034079,60,7,2017,2026,0.345,0.5892352941176471,0.2442352941176471
Weeekly (위클리),0.08540857142857143,0.8630161753629337,0.0710133610417566,35,4,2020,2023,0.28290000000000004,0.5107142857142858,0.22781428571428575
Weki Meki (위키미키),0.05557202702702702,0.7801004107695274,0.019655789408737433,42,6,2014,2021,0.0,0.392125,0.392125
Wonder Girls (원더걸스),-0.004289007533796763,0.03803966189051974,0.5654967423766709,53,11,2010,2024,0.52975,0.432,-0.09775000000000006
XG,0.0,0.0,1.0,13,3,2022,2024,1.0,1.0,0.0
Xdinary Heroes (엑스디너리 히어로즈),-0.030856547619047617,0.09187033075432255,0.6200729147809321,32,5,2021,2025,0.63,0.406,-0.22399999999999998
YOUHA (유하),0.05010000000000001,0.16003481221487947,0.5999564870981164,13,4,2021,2024,0.26499999999999996,0.479,0.21400000000000002
Yang Yoseob (양요섭),-0.0048789308176100605,0.05190320793340052,0.58738309514344,12,8,2012,2021,0.18899999999999997,0.184,-0.004999999999999977
Yesung (예성),0.009106140878988563,0.04113544678328113,0.574138345438199,20,10,2011,2025,0.0,0.422,0.422
Yoon Jisung (윤지성),-0.014037777777777776,0.8152903685504937,0.01367535796136637,12,6,2018,2025,0.08,0.0,-0.08
Younha (윤하),-0.001275944726452341,0.002160745657764445,0.898536067729668,15,10,2011,2025,0.0,0.09933333333333333,0.09933333333333333
Yukika (유키카),0.05286111111111111,0.9416586819970438,0.15530465830003315,18,3,2019,2021,0.1285,0.23422222222222222,0.10572222222222222
ZE:A (제국의아이들),-0.0436375,0.09794103389426778,0.6081363554516535,18,5,2010,2014,0.099,0.066,-0.033
Zico (지코),0.0004501293661060825,0.00011850816508934501,0.9746582769124547,28,11,2012,2023,0.448,0.169,-0.279
Zion.T,0.01924134929270947,0.39556407134894506,0.0695995951077183,18,9,2010,2026,0.0,0.447,0.447
aespa/æspa (에스파),0.05026190476190473,0.9638086775500617,0.0029544595195319834,66,5,2020,2024,0.404,0.5927083333333333,0.18870833333333326
cignature (시그니쳐),0.006114999999999993,0.08791544168321161,0.703494617783738,16,4,2020,2023,0.2718333333333333,0.29974999999999996,0.027916666666666645
f(x) (에프엑스),0.04363999079571232,0.5083894946840878,0.0019317435421418359,99,16,2010,2026,0.418,1.0,0.5820000000000001
fromis_9 (프로미스나인),0.05103928571428572,0.5887126667247259,0.02626701151202706,58,8,2017,2024,0.1925,0.63575,0.44325000000000003
gugudan (구구단),-0.009106255686988174,0.08958837373897144,0.4339512588349702,41,9,2011,2023,0.061,0.0,-0.061
iKON (아이콘),-0.016821837441398244,0.48354080343125405,0.012047791231901597,57,12,2012,2026,0.384,0.0,-0.384
miss A (미쓰에이),0.008660491071428574,0.15830543799014124,0.4346787411482736,31,6,2010,2023,0.37366666666666665,0.434,0.06033333333333335
triple s (트리플에스),-0.005608333333333326,0.04805241763826561,0.8593049387824108,40,3,2022,2024,0.4056666666666667,0.39445,-0.011216666666666653
woo!ah! (우!아!),0.045193333333333335,0.7215047474354993,0.06854059581905103,29,5,2020,2024,0.3552,0.5085000000000001,0.15330000000000005
