artist,slope_per_year,r_squared,p_value,n_songs,n_years_active,first_year,last_year,start_pct,end_pct,total_change
SPICA (스피카),0.0021250958148091395,0.004035609484957669,0.9048385132713272,19,6,2012,2023,0.23254545454545453,0.32,0.08745454545454548
SS501 (더블에스오공일),0.013973661402157162,0.4054198921173935,0.12411745183387181,24,7,2010,2025,0.2508125,0.479,0.2281875
STAYC (스테이씨),0.0864134693877551,0.8805409603957165,0.005580083934843278,37,6,2020,2025,0.36950000000000005,0.777,0.4075
Secret (시크릿),-0.01457746138996139,0.18968710734082872,0.24129861970603278,57,9,2011,2024,0.28214285714285714,0.1015,-0.18064285714285713
Secret Number (시크릿넘버),-0.056600000000000025,0.5586078222811209,0.25259928934933357,10,4,2020,2023,0.562,0.4425,-0.11950000000000005
Sejeong (세정),0.008026880952380954,0.17839957693362105,0.2574202572063897,28,9,2012,2024,0.0,0.098,0.098
Seo In Guk (서인국),-0.007543882978723406,0.03108736211160119,0.7053073284771709,12,7,2012,2021,0.122,0.009,-0.113
Shinhwa (신화),-0.02962100764732344,0.9114718941986375,0.045289628107750377,46,4,2012,2021,0.41650000000000004,0.144,-0.2725000000000001
Somi (전소미),0.011668487394957983,0.1503052302206837,0.4475978042248566,14,6,2015,2025,0.585,0.705,0.12
Soyou (소유),0.009858814761099026,0.060895891255197225,0.5557455145988444,21,8,2013,2022,0.179,0.083,-0.09599999999999999
Stellar (스텔라),-0.012989534581383258,0.07924556099577418,0.3754034293218689,20,12,2011,2024,0.039,0.028999999999999998,-0.010000000000000002
Stray Kids (스트레이 키즈),0.036888102497669786,0.6785544307437787,0.0018268468194400245,242,11,2013,2025,0.217,0.6765,0.4595
Sunmi (선미),0.027906209468223087,0.35036161221076234,0.09312353149822138,28,9,2012,2023,0.345,0.44,0.09500000000000003
Sunny Hill (써니힐),-0.0044165312947921625,0.01224550969093874,0.7768542571898944,34,9,2011,2024,0.157,0.107,-0.05
Super Junior (슈퍼주니어),-0.007384376397938138,0.08703696272292714,0.2673110797359147,191,16,2010,2025,0.159,0.117,-0.041999999999999996
Suran (수란),0.02733586556169429,0.6730971423387929,0.02376605140436643,20,7,2011,2024,0.023,0.34099999999999997,0.31799999999999995
Suzy (수지),0.010449908088235297,0.17535522817753285,0.34975486694222874,15,7,2012,2025,0.0,0.318,0.318
TAHITI (타히티),0.008301886792452823,0.013727083072447964,0.8511658981073031,11,5,2012,2018,0.4716666666666667,0.40049999999999997,-0.07116666666666671
TEMPEST (템페스트),0.02644166666666667,0.2443669616029921,0.5056651321189329,30,4,2022,2025,0.3791111111111111,0.499,0.11988888888888888
THE BOYZ (더보이즈),0.005075539637073511,0.039596446447766345,0.5352512431716472,106,12,2010,2025,0.548,0.49444444444444446,-0.05355555555555558
TNX (티엔엑스),0.10399999999999998,0.8873500331326087,0.21790084745704283,17,3,2022,2024,0.366,0.574,0.20799999999999996
TOO (티오오),-0.00018952380952382038,5.207051090346359e-06,0.9977181036197176,15,4,2020,2024,0.2549,0.285,0.03009999999999996
TREASURE (트레저),0.11076915584415584,0.8652278003097003,0.021914786137036475,32,5,2020,2024,0.2631428571428572,0.71,0.4468571428571428
TRI.BE (트라이비),-0.1253181818181818,0.7683510742340015,0.3196698848476359,18,3,2021,2023,0.6016363636363636,0.35100000000000003,-0.2506363636363636
TVXQ!/DBSK/TOHOSHINKI (동방신기/東方神起),0.011621379946344736,0.18934559705480555,0.11993999946553825,112,14,2010,2024,0.172,0.534,0.36200000000000004
TWICE (트와이스),0.06419815365856033,0.9073159326581849,6.0459427660636184e-06,216,11,2015,2025,0.31157142857142855,0.93324,0.6216685714285715
TWS (투어스),0.04845454545454544,0.8903350559889182,0.21487793759344173,17,3,2024,2026,0.3860909090909091,0.483,0.09690909090909089
TXT (투모로우바이투게더),0.04458269254554968,0.5245649946330979,0.10356008594789161,67,6,2019,2024,0.32735714285714285,0.4483333333333333,0.12097619047619046
Taeyeon (태연),0.015526404428506673,0.16499106667885705,0.14954378485858622,96,14,2012,2025,0.0,0.0,0.0
Teen Top (틴탑),-0.00985911267616042,0.16825811576326521,0.16388183291547187,76,13,2010,2024,0.2565,0.095,-0.1615
The Rose (더 로즈),0.09349246987951808,0.8771044401331286,0.005913244065749362,14,6,2013,2023,0.0,1.0,1.0
The Unit: Idol Rebooting Project,0.03333760064412238,0.3941326390025732,0.13116435653008782,33,7,2011,2021,0.007,0.172,0.16499999999999998
Topp Dogg (탑독),-0.004149489795918369,0.06102710429856967,0.6369829970812454,23,6,2012,2022,0.35,0.3,-0.04999999999999999
Trouble Maker,0.022595149253731343,0.6402475393025172,0.4095013624451595,10,3,2011,2020,0.14075,0.393,0.25225000000000003
U-KISS (유키스),-0.00580895689505852,0.026804345723591656,0.5759784742371793,63,14,2010,2024,0.430625,0.5853333333333334,0.1547083333333334
UP10TION (업텐션),-0.012822648261758692,0.17750943212786185,0.19686416018712338,103,11,2011,2024,0.587,0.3443333333333333,-0.24266666666666664
VAV (브이에이브이),-0.022304761904761893,0.04572501636649541,0.6841376544338221,11,6,2015,2021,0.76,0.683,-0.07699999999999996
VERIVERY (베리베리),0.0036151875788146327,0.0035831641155589593,0.8985612585231285,40,7,2018,2025,0.286,0.393,0.10700000000000004
VICTON (빅톤),0.0016541262124684566,0.0031551407551470827,0.869703237858348,77,11,2013,2023,0.248,0.2475,-0.0005000000000000004
VIVIZ (비비지),0.11688461538461539,0.9177294431837949,0.18520193970578466,22,3,2022,2024,0.41223076923076923,0.646,0.23376923076923078
VIXX (빅스),0.01246684981684982,0.13722337905978987,0.21277470735117718,82,13,2011,2023,0.248,0.259,0.01100000000000001
VROMANCE (브로맨스),-0.02462531328320802,0.4429427097994824,0.07164176584969974,18,8,2014,2022,0.238,0.0505,-0.1875
WA$$UP (와썹),0.013029830148619958,0.06909231181625648,0.5690195105017766,19,7,2013,2023,0.6694,0.617,-0.0524
WEi (위아이),0.04757874149659863,0.8105076420549474,0.014419743283508299,61,6,2020,2025,0.243625,0.49729999999999996,0.253675
WINNER (위너),0.011698979591836732,0.17933241475488737,0.19433877214512327,42,11,2011,2024,0.057,0.25099999999999995,0.19399999999999995
WOODZ (우즈/조승연),-0.004896977124183003,0.0067485040851088425,0.8610091517290608,60,7,2017,2026,0.366,0.5934117647058824,0.22741176470588242
Weeekly (위클리),0.08320428571428576,0.8535228113771839,0.07613701698943263,35,4,2020,2023,0.30169999999999997,0.5232857142857144,0.22158571428571439
Weki Meki (위키미키),0.05894202702702702,0.7864996880957644,0.018480642393713453,42,6,2014,2021,0.0,0.432875,0.432875
Wonder Girls (원더걸스),-0.0035473417964635764,0.025639819507269724,0.6381361053654352,53,11,2010,2024,0.53025,0.456,-0.07424999999999998
XG,0.0,0.0,1.0,13,3,2022,2024,1.0,1.0,0.0
Xdinary Heroes (엑스디너리 히어로즈),-0.032202380952380955,0.11663113853423085,0.5737789436126813,32,5,2021,2025,0.63,0.418,-0.21200000000000002
YOUHA (유하),0.05066999999999999,0.16014253374607157,0.5998218724791775,13,4,2021,2024,0.26616666666666666,0.484,0.21783333333333332
Yang Yoseob (양요섭),-0.007620020964360588,0.12925542444679974,0.381733055675617,12,8,2012,2021,0.21666666666666667,0.187,-0.029666666666666675
Yesung (예성),0.010499819385912101,0.05300628527952489,0.5222270813051005,20,10,2011,2025,0.0,0.447,0.447
Yoon Jisung (윤지성),-0.01550222222222222,0.8900178864702931,0.004713426534357657,12,6,2018,2025,0.095,0.0,-0.095
Younha (윤하),0.0009403553299492403,0.001136719024565762,0.9263316383632813,15,10,2011,2025,0.0,0.167,0.167
Yukika (유키카),0.05963888888888888,0.9392022889744187,0.1586083141644772,18,3,2019,2021,0.1285,0.24777777777777776,0.11927777777777776
ZE:A (제국의아이들),-0.042975000000000006,0.09476742836097199,0.6143238167811638,18,5,2010,2014,0.107,0.071,-0.036000000000000004
Zico (지코),0.0008354463130659761,0.0004025955551257707,0.9533069154991771,28,11,2012,2023,0.46,0.192,-0.268
Zion.T,0.019292491838955386,0.3866895099158692,0.07378118802112257,18,9,2010,2026,0.0,0.451,0.451
aespa/æspa (에스파),0.048852380952380946,0.9560038897322806,0.003969558586382076,66,5,2020,2024,0.431,0.6097083333333333,0.1787083333333333
cignature (시그니쳐),0.00268000000000001,0.008697231620220302,0.9067410507231596,16,4,2020,2023,0.3005,0.3345,0.03400000000000003
f(x) (에프엑스),0.04197869893204802,0.4998882294227195,0.0021928328468457372,99,16,2010,2026,0.4243333333333333,1.0,0.5756666666666668
fromis_9 (프로미스나인),0.05214503968253968,0.6232973620119808,0.01979405472973157,58,8,2017,2024,0.196,0.6495,0.45349999999999996
gugudan (구구단),-0.009210341569258765,0.0836493267218661,0.45034309663055894,41,9,2011,2023,0.061,0.0,-0.061
iKON (아이콘),-0.015066856181638616,0.2994261070013463,0.06557245425862586,57,12,2012,2026,0.4335,0.0,-0.4335
miss A (미쓰에이),0.007865327380952384,0.12197682934620667,0.49742259394393046,31,6,2010,2023,0.4143333333333333,0.457,0.04266666666666674
triple s (트리플에스),-0.002391666666666681,0.00298981066653503,0.9651727956794234,40,3,2022,2024,0.42533333333333334,0.42055,-0.004783333333333362
woo!ah! (우!아!),0.04147666666666667,0.6913740010463745,0.08090627848064484,29,5,2020,2024,0.3822,0.5168333333333334,0.13463333333333338
